file,sha256_12,canonical_id,canonical_name,is_canonical,twins,twins_elsewhere,width,height,series,stray_class,consumers,entity_folders,provenance_1_7_10,fan_out_targets
girlfriend0.png,11659bd18cd2,img_11659bd18cd2,girlfriend0.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend0.png,
girlfriend1.png,144ea2d730ec,img_144ea2d730ec,girlfriend1.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend1.png,
girlfriend10.png,37b0edd1b56b,img_37b0edd1b56b,girlfriend10.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend10.png,
girlfriend11.png,2559481e3ffe,img_2559481e3ffe,girlfriend11.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend11.png,
girlfriend12.png,42aa7791662c,img_42aa7791662c,girlfriend12.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend12.png,
girlfriend13.png,33396f6fa990,img_33396f6fa990,girlfriend13.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend13.png,
girlfriend14.png,88dfb9ce3324,img_88dfb9ce3324,girlfriend14.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend14.png,
girlfriend15.png,fd001667122a,img_fd001667122a,girlfriend15.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend15.png,
girlfriend16.png,4281cf11f18f,img_4281cf11f18f,girlfriend16.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend16.png,
girlfriend17.png,885d65fcc47a,img_885d65fcc47a,girlfriend17.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend17.png,
girlfriend18.png,0c3d7c722e62,img_0c3d7c722e62,girlfriend18.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend18.png,
girlfriend19.png,93703ff86033,img_93703ff86033,girlfriend19.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend19.png,
girlfriend2.png,25d2272b8dfc,img_25d2272b8dfc,girlfriend2.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend2.png,
girlfriend20.png,3f03c274dfd9,img_3f03c274dfd9,girlfriend20.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend20.png,
girlfriend21.png,1af0ddd15e0f,img_1af0ddd15e0f,girlfriend21.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend21.png,
girlfriend22.png,d388c979ad93,img_d388c979ad93,girlfriend22.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend22.png,
girlfriend23.png,4b88de049a61,img_4b88de049a61,girlfriend23.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend23.png,
girlfriend24.png,9db6ef22481c,img_9db6ef22481c,girlfriend24.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend24.png,
girlfriend25.png,d77caf663fa7,img_d77caf663fa7,girlfriend25.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend25.png,
girlfriend26.png,60d16f324a5d,img_60d16f324a5d,girlfriend26.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend26.png,
girlfriend27.png,9a54f6742cef,img_9a54f6742cef,girlfriend27.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend27.png,
girlfriend28.png,4dcdd5fcb89c,img_4dcdd5fcb89c,girlfriend28.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend28.png,
girlfriend29.png,60d695a4ffc0,img_60d695a4ffc0,girlfriend29.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend29.png,
girlfriend3.png,e6b2d3c7efe9,img_e6b2d3c7efe9,girlfriend3.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend3.png,
girlfriend30.png,4874ba232b09,img_4874ba232b09,girlfriend30.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend30.png,
girlfriend31.png,543b461b710f,img_543b461b710f,girlfriend31.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend31.png,
girlfriend32.png,7c690c63aad5,img_7c690c63aad5,girlfriend32.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend32.png,
girlfriend33.png,12825b88fa59,img_12825b88fa59,girlfriend33.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend33.png,
girlfriend34.png,a48ce5aa4f3d,img_a48ce5aa4f3d,girlfriend34.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend34.png,
girlfriend35.png,54aac7fa4bd8,img_54aac7fa4bd8,girlfriend35.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend35.png,
girlfriend36.png,879033b715f1,img_879033b715f1,girlfriend36.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend36.png,
girlfriend37.png,093ca28eff78,img_093ca28eff78,girlfriend37.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend37.png,
girlfriend38.png,99aa54a7aa7e,img_99aa54a7aa7e,girlfriend38.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend38.png,
girlfriend39.png,c119b60a7697,img_c119b60a7697,girlfriend39.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend39.png,
girlfriend4.png,4c485366b031,img_4c485366b031,girlfriend4.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend4.png,
girlfriend40.png,2038bf8920cd,img_2038bf8920cd,girlfriend40.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend40.png,
girlfriend5.png,46997fd8462f,img_46997fd8462f,girlfriend5.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend5.png,
girlfriend6.png,2a19f2e09091,img_2a19f2e09091,girlfriend6.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend6.png,
girlfriend7.png,70153c88cea6,img_70153c88cea6,girlfriend7.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend7.png,
girlfriend8.png,68372b5e5330,img_68372b5e5330,girlfriend8.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend8.png,
girlfriend9.png,213049f0301f,img_213049f0301f,girlfriend9.png,yes,,,64,32,girlfriend0..40 x41 (law 0..40: ok),,GirlfriendRenderer,girlfriend,girlfriend9.png,
girlfriendgui.png,6d2a3a59eca8,img_6d2a3a59eca8,girlfriendgui.png,yes,,gui/girlfriendgui.png,256,256,,GUI/atlas stray (gui/girlfriendgui.png),,,girlfriendgui.png,
girlfriendv.png,49758524dfc8,img_49758524dfc8,girlfriendv.png,yes,,,64,32,,,GirlfriendRenderer,girlfriend,girlfriendv.png,
godzillahead.png,d8a6e153288b,img_d8a6e153288b,kinghead.png,no,hammytexture.png;kinghead.png,item/hammytexture.png,256,128,,,GodzillaHeadRenderer,godzilla_head;king_head,Hammytexture.png,
godzillatexture.png,4f65f500fb59,img_4f65f500fb59,godzillatexture.png,yes,,,1024,1024,,,GodzillaRenderer,godzilla,Godzillatexture.png,
gold_cow.png,25438f060885,img_25438f060885,gold_cow.png,yes,enchanted_apple_cow.png;golden_apple_cow.png,,64,32,,,GoldCowRenderer,enchanted_apple_cow;gold_cow;golden_apple_cow,gold_cow.png,enchanted_apple_cow.png;golden_apple_cow.png
golden_apple_cow.png,25438f060885,img_25438f060885,gold_cow.png,no,enchanted_apple_cow.png;gold_cow.png,,64,32,,,GoldenAppleCowRenderer,enchanted_apple_cow;gold_cow;golden_apple_cow,gold_cow.png,
goldfish.png,3b9d8a688c24,img_3b9d8a688c24,goldfish.png,yes,,,64,64,,,GoldFishGeoReplacement;GoldFishRenderer,gold_fish,GoldFish.png,
hammerhead.png,12fdb01677a0,img_12fdb01677a0,hammerhead.png,yes,hammerheadtexture.png,,222,256,,,HammerheadRenderer,hammerhead,Hammerheadtexture.png,hammerheadtexture.png
hammerheadtexture.png,12fdb01677a0,img_12fdb01677a0,hammerhead.png,no,hammerhead.png,,222,256,,,,hammerhead,Hammerheadtexture.png,
hammytexture.png,d8a6e153288b,img_d8a6e153288b,kinghead.png,no,godzillahead.png;kinghead.png,item/hammytexture.png,256,128,,dormant twin of item/hammytexture.png,,godzilla_head;king_head,Hammytexture.png,
herculesbeetle.png,512775db3c80,img_512775db3c80,herculesbeetle.png,yes,beetletexture.png,,256,256,,,HerculesBeetleRenderer,hercules_beetle,Beetletexture.png,beetletexture.png
hydrolisc.png,baba358f1f76,img_baba358f1f76,hydrolisc.png,yes,,,64,128,,,HydroliscRenderer,hydrolisc,hydrolisc.png,
irukandji.png,f03920a37c89,img_f03920a37c89,irukandji.png,yes,irukandjitexture.png,,64,32,,,IrukandjiRenderer,irukandji,Irukandjitexture.png,irukandjitexture.png
irukandjitexture.png,f03920a37c89,img_f03920a37c89,irukandji.png,no,irukandji.png,,64,32,,,,irukandji,Irukandjitexture.png,
island.png,3a3308f57703,img_3a3308f57703,island.png,yes,,,64,32,,,IslandGeoReplacement;IslandRenderer,island,Island.png,
islandtoo.png,3db38554b8ff,img_3db38554b8ff,islandtoo.png,yes,,,64,32,,,IslandTooGeoReplacement;IslandTooRenderer,island_too,IslandToo.png,
items.png,b76a22dd43be,img_b76a22dd43be,items.png,yes,,,256,256,,GUI/atlas stray (no twin outside textures/entity),,,items.png,
kinghead.png,d8a6e153288b,img_d8a6e153288b,kinghead.png,yes,godzillahead.png;hammytexture.png,item/hammytexture.png,256,128,,,KingHeadRenderer,godzilla_head;king_head,Hammytexture.png,godzillahead.png;hammytexture.png
kraken.png,0e135c93bf0d,img_0e135c93bf0d,kraken.png,yes,,,512,512,,,KrakenRenderer,kraken,Kraken.png,
kyuubi.png,78b2daa3ddd7,img_78b2daa3ddd7,kyuubi.png,yes,,,512,256,,,KyuubiRenderer,kyuubi,Kyuubi.png,
lapis_1.png,1e3d5a1c9539,img_1e3d5a1c9539,lapis_1.png,yes,,models/armor/lapis_layer_1.png,64,32,lapis_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/lapis_layer_1.png (byte-identical),,,lapis_1.png,
lapis_2.png,7c09c5f9ba99,img_7c09c5f9ba99,lapis_2.png,yes,,models/armor/lapis_layer_2.png,64,32,lapis_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/lapis_layer_2.png (byte-identical),,,lapis_2.png,
lavaeel_1.png,e8e4d5d7e051,img_e8e4d5d7e051,lavaeel_1.png,yes,,models/armor/lavaeel_layer_1.png,64,32,lavaeel_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/lavaeel_layer_1.png (byte-identical),,,lavaeel_1.png,
lavaeel_2.png,917c1e09545b,img_917c1e09545b,lavaeel_2.png,yes,,models/armor/lavaeel_layer_2.png,64,32,lavaeel_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/lavaeel_layer_2.png (byte-identical),,,lavaeel_2.png,
leafmonster.png,b16a0b3ee82b,img_b16a0b3ee82b,leafmonster.png,yes,leafmonstertexture.png,,128,128,,,LeafMonsterRenderer,leaf_monster,LeafMonstertexture.png,leafmonstertexture.png
leafmonstertexture.png,b16a0b3ee82b,img_b16a0b3ee82b,leafmonster.png,no,leafmonster.png,,128,128,,,,leaf_monster,LeafMonstertexture.png,
leon.png,99465263c2ea,img_99465263c2ea,leon.png,yes,,,256,256,,,LeonRenderer,leon;leonopteryx,Leon.png,
lizard.png,d36f698896c0,img_d36f698896c0,lizard.png,yes,,,128,128,,,LizardRenderer,lizard,Lizard.png,
lizard2.png,5708b9491495,img_5708b9491495,lizard2.png,yes,,,128,128,lizard2..3 x2,,,,Lizard2.png,
lizard3.png,d296fe5a192c,img_d296fe5a192c,lizard3.png,yes,,,128,128,lizard2..3 x2,,,,Lizard3.png,
logo.png,f82ffa90fc14,img_f82ffa90fc14,logo.png,yes,,,791,450,,GUI/atlas stray (no twin outside textures/entity),,,logo.png,
lunamoth.png,743dda0057cf,img_743dda0057cf,lunamoth.png,yes,,,64,32,,,LunaMothRenderer,luna_moth,lunamoth.png,
lurkingterror.png,394bd0efa557,img_394bd0efa557,lurkingterror.png,yes,,,256,64,,,LurkingTerrorRenderer,lurking_terror,LurkingTerror.png,
mantis.png,82e87d9d07e5,img_82e87d9d07e5,mantis.png,yes,mantistexture.png,,256,256,,,MantisRenderer,mantis,Mantistexture.png,mantistexture.png
mantistexture.png,82e87d9d07e5,img_82e87d9d07e5,mantis.png,no,mantis.png,,256,256,,,,mantis,Mantistexture.png,
mobzilla_1.png,ad2dba949bd4,img_ad2dba949bd4,mobzilla_1.png,yes,,models/armor/mobzilla_layer_1.png,64,32,mobzilla_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/mobzilla_layer_1.png (byte-identical),,,mobzilla_1.png,
mobzilla_2.png,20cdb851af03,img_20cdb851af03,mobzilla_2.png,yes,,models/armor/mobzilla_layer_2.png,64,32,mobzilla_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/mobzilla_layer_2.png (byte-identical),,,mobzilla_2.png,
molenoid.png,0b40eaa90750,img_0b40eaa90750,molenoid.png,yes,molenoidtexture.png,,256,256,,,MolenoidRenderer,molenoid,Molenoidtexture.png,molenoidtexture.png
molenoidtexture.png,0b40eaa90750,img_0b40eaa90750,molenoid.png,no,molenoid.png,,256,256,,,,molenoid,Molenoidtexture.png,
mosquito.png,8c4458caf0b1,img_8c4458caf0b1,mosquito.png,yes,,,32,32,,,MosquitoGeoReplacement;MosquitoRenderer,mosquito,mosquito.png,
mothscale_1.png,0966865c8570,img_0966865c8570,mothscale_1.png,yes,,models/armor/mothscale_layer_1.png,64,32,mothscale_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/mothscale_layer_1.png (byte-identical),,,mothscale_1.png,
mothscale_2.png,fcb6807147f5,img_fcb6807147f5,mothscale_2.png,yes,,models/armor/mothscale_layer_2.png,64,32,mothscale_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/mothscale_layer_2.png (byte-identical),,,mothscale_2.png,
myalien.png,3e274d9e4553,img_3e274d9e4553,alien.png,no,alien.png,,256,128,,,,alien;alien_boss,MyAlien.png,
nastysaurus.png,25beae46f709,img_25beae46f709,nastysaurus.png,yes,nastysaurustexture.png,,512,256,,,NastysaurusRenderer,nastysaurus,Nastysaurustexture.png,nastysaurustexture.png
nastysaurustexture.png,25beae46f709,img_25beae46f709,nastysaurus.png,no,nastysaurus.png,,512,256,,,,nastysaurus,Nastysaurustexture.png,
ostrich.png,3c273e9c0f7c,img_3c273e9c0f7c,ostrich.png,yes,ostrichtexture.png,,256,128,,,OstrichRenderer,ostrich,Ostrichtexture.png,ostrichtexture.png
ostrich2.png,b5bd7db0b2bf,img_b5bd7db0b2bf,ostrich2.png,yes,ostrichtexture2.png,,256,128,ostrich2..3 x2,,,,Ostrichtexture2.png,ostrichtexture2.png
ostrich3.png,b65eec69a969,img_b65eec69a969,ostrich3.png,yes,ostrichtexture3.png,,256,128,ostrich2..3 x2,,,,Ostrichtexture3.png,ostrichtexture3.png
ostrichtexture.png,3c273e9c0f7c,img_3c273e9c0f7c,ostrich.png,no,ostrich.png,,256,128,,,,ostrich,Ostrichtexture.png,
ostrichtexture2.png,b5bd7db0b2bf,img_b5bd7db0b2bf,ostrich2.png,no,ostrich2.png,,256,128,ostrichtexture2..3 x2,,,,Ostrichtexture2.png,
ostrichtexture3.png,b65eec69a969,img_b65eec69a969,ostrich3.png,no,ostrich3.png,,256,128,ostrichtexture2..3 x2,,,,Ostrichtexture3.png,
peacock.png,1b3f7642769b,img_1b3f7642769b,peacock.png,yes,peacocktexture.png,,128,128,,,PeacockRenderer,peacock,peacocktexture.png,peacocktexture.png
peacock_1.png,0c2084a6d0fc,img_0c2084a6d0fc,peacock_1.png,yes,,models/armor/peacock_layer_1.png,64,32,peacock_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/peacock_layer_1.png (byte-identical),,,peacock_1.png,
peacock_2.png,18f7fcd3fe10,img_18f7fcd3fe10,peacock_2.png,yes,,models/armor/peacock_layer_2.png,64,32,peacock_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/peacock_layer_2.png (byte-identical),,,peacock_2.png,
peacocktexture.png,1b3f7642769b,img_1b3f7642769b,peacock.png,no,peacock.png,,128,128,,,,peacock,peacocktexture.png,
pink_1.png,e7cb06456a99,img_e7cb06456a99,pink_1.png,yes,,models/armor/pink_layer_1.png,64,32,pink_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/pink_layer_1.png (byte-identical),,,pink_1.png,
pink_2.png,0ba94ca47f90,img_0ba94ca47f90,pink_2.png,yes,,models/armor/pink_layer_2.png,64,32,pink_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/pink_layer_2.png (byte-identical),,,pink_2.png,
pitchblack.png,6f33467f542c,img_6f33467f542c,pitchblack.png,yes,pitchblacktexture.png,,512,256,,,PitchBlackRenderer,pitch_black,PitchBlacktexture.png,pitchblacktexture.png
pitchblacktexture.png,6f33467f542c,img_6f33467f542c,pitchblack.png,no,pitchblack.png,,512,256,,,,pitch_black,PitchBlacktexture.png,
pointysaurus.png,46463e03543b,img_46463e03543b,pointysaurus.png,yes,pointysaurustexture.png,,128,128,,,PointysaurusRenderer,pointysaurus,Pointysaurustexture.png,pointysaurustexture.png
pointysaurustexture.png,46463e03543b,img_46463e03543b,pointysaurus.png,no,pointysaurus.png,,128,128,,,,pointysaurus,Pointysaurustexture.png,
princeteentexture.png,ce9fa395419e,img_ce9fa395419e,theprince_teen.png,no,theprince_teen.png,,512,256,,,,the_prince_teen,PrinceTeentexture.png,
purplepowertexture.png,34c6d593cdd7,img_34c6d593cdd7,purplepowertexture.png,yes,,,64,32,,,PurplePowerGeoReplacement;PurplePowerRenderer,purple_power,PurplePowertexture.png,
purplepowertexture10.png,d9d807c7af6f,img_d9d807c7af6f,purplepowertexture10.png,yes,,,64,32,purplepowertexture2..10 x4 (non-contiguous),,PurplePowerRenderer,purple_power,PurplePowertexture10.png,
purplepowertexture2.png,559ae7959c62,img_559ae7959c62,purplepowertexture2.png,yes,,,64,32,purplepowertexture2..10 x4 (non-contiguous),,PurplePowerRenderer,purple_power,PurplePowertexture2.png,
purplepowertexture3.png,b1a752d77199,img_b1a752d77199,purplepowertexture3.png,yes,,,64,32,purplepowertexture2..10 x4 (non-contiguous),,PurplePowerRenderer,purple_power,PurplePowertexture3.png,
purplepowertexture4.png,cc759f456d70,img_cc759f456d70,purplepowertexture4.png,yes,,,64,32,purplepowertexture2..10 x4 (non-contiguous),,PurplePowerRenderer,purple_power,PurplePowertexture4.png,
queen_1.png,ffb11f159da0,img_ffb11f159da0,queen_1.png,yes,,models/armor/queen_layer_1.png,64,32,queen_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/queen_layer_1.png (byte-identical),,,queen_1.png,
queen_2.png,3ed0663f446c,img_3ed0663f446c,queen_2.png,yes,,models/armor/queen_layer_2.png,64,32,queen_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/queen_layer_2.png (byte-identical),,,queen_2.png,
queenbattleaxetexture.png,bad33b065b1c,img_bad33b065b1c,queenbattleaxetexture.png,yes,,item/queenbattleaxetexture.png,128,64,,"item-renderer texture (a held weapon/tool model), not a mob",OreSpawnItemRenderer,,QueenBattleAxetexture.png,
queenhead.png,4d8c0d688f06,img_4d8c0d688f06,queenhead.png,yes,evilrubberduckytexture.png,,64,64,,,QueenHeadRenderer,queen_head,EvilRubberDuckytexture.png,evilrubberduckytexture.png
rainbow_ant.png,1c2a77b99ae6,img_1c2a77b99ae6,rainbow_ant.png,yes,,,64,32,,,RainbowAntGeoReplacement;RainbowAntRenderer,rainbow_ant,rainbow_ant.png,
rat.png,c815e0b4bc16,img_c815e0b4bc16,rat.png,yes,rattexture.png,,64,64,,,RatRenderer,rat,Rattexture.png,rattexture.png
rattexture.png,c815e0b4bc16,img_c815e0b4bc16,rat.png,no,rat.png,,64,64,,,,rat,Rattexture.png,
red_ant.png,cf2c76d29627,img_cf2c76d29627,red_ant.png,yes,,,64,32,,,RedAntGeoReplacement;RedAntRenderer,red_ant,red_ant.png,
red_cow.png,ba0b1a53460f,img_ba0b1a53460f,redcow.png,no,apple_cow.png;redcow.png,,64,32,,,,apple_cow;red_cow,red_cow.png,
red_queen.png,e3a4da5f9230,img_e3a4da5f9230,red_queen.png,yes,,,2048,2048,,,QueenModel,the_queen,,
redcow.png,ba0b1a53460f,img_ba0b1a53460f,redcow.png,yes,apple_cow.png;red_cow.png,,64,32,,,RedCowRenderer,apple_cow;red_cow,red_cow.png,apple_cow.png;red_cow.png
robot1.png,94267f9dc7b0,img_94267f9dc7b0,robot1.png,yes,,,64,32,robot1..5 x5,,Robot1GeoReplacement;Robot1Renderer,robot_1,Robot1.png,
robot2.png,c13408b3e127,img_c13408b3e127,robot2.png,yes,,,256,512,robot1..5 x5,,Robot2GeoReplacement;Robot2Renderer,robot_2,Robot2.png,
robot3.png,dc1c30aa7a47,img_dc1c30aa7a47,robot3.png,yes,,,512,512,robot1..5 x5,,Robot3GeoReplacement;Robot3Renderer,robot_3,Robot3.png,
robot4.png,b5337a64b594,img_b5337a64b594,robot4.png,yes,,,512,512,robot1..5 x5,,Robot4GeoReplacement;Robot4Renderer,robot_4,Robot4.png,
robot5.png,082a6bd38fe1,img_082a6bd38fe1,robot5.png,yes,robot5texture.png,,128,128,robot1..5 x5,,Robot5GeoReplacement;Robot5Renderer,robot_5,Robot5texture.png,robot5texture.png
robot5texture.png,082a6bd38fe1,img_082a6bd38fe1,robot5.png,no,robot5.png,,128,128,,,,robot_5,Robot5texture.png,
robotcrabtexture.png,bfb3f081a720,img_bfb3f081a720,crab.png,no,crab.png,,256,512,,,,crab,RobotCrabtexture.png,
rockbluetexture.png,aefdc6149fb9,img_aefdc6149fb9,rockbluetexture.png,yes,,,64,64,,,RockBaseRenderer,rock_base,RockBluetexture.png,
rockcrystalbluetexture.png,6c7e21d66143,img_6c7e21d66143,rockcrystalbluetexture.png,yes,,,64,64,,,RockBaseRenderer,rock_base,rockcrystalbluetexture.png,
rockcrystalgreentexture.png,38f205954ed9,img_38f205954ed9,rockcrystalgreentexture.png,yes,,,64,64,,,RockBaseRenderer,rock_base,rockcrystalgreentexture.png,
rockcrystaltexture.png,a1ae33c6c5ef,img_a1ae33c6c5ef,rockcrystaltexture.png,yes,,,64,64,,,RockBaseRenderer,rock_base,rockcrystaltexture.png,
rockcrystaltnttexture.png,c471349f3401,img_c471349f3401,rockcrystaltnttexture.png,yes,,,64,64,,,RockBaseRenderer,rock_base,rockcrystaltnttexture.png,
rockgreentexture.png,0296032f8570,img_0296032f8570,rockgreentexture.png,yes,,,64,64,,,RockBaseRenderer,rock_base,RockGreentexture.png,
rockpurpletexture.png,7ddd7d234471,img_7ddd7d234471,rockpurpletexture.png,yes,,,64,64,,,RockBaseRenderer,rock_base,RockPurpletexture.png,
rockredtexture.png,81b02ea41005,img_81b02ea41005,rockredtexture.png,yes,,,64,64,,,RockBaseRenderer,rock_base,RockRedtexture.png,
rocktexture.png,d5cfef173ce8,img_d5cfef173ce8,rocktexture.png,yes,,,64,64,,,RockBaseGeoReplacement;RockBaseRenderer,rock_base,Rocktexture.png,
rocktnttexture.png,82e913052dac,img_82e913052dac,rocktnttexture.png,yes,,,64,64,,,RockBaseRenderer,rock_base,RockTNTtexture.png,
rotator.png,0b4171c7d11f,img_0b4171c7d11f,rotator.png,yes,rotatortexture.png,,64,32,,,RotatorGeoReplacement;RotatorRenderer,rotator,Rotatortexture.png,rotatortexture.png
rotatortexture.png,0b4171c7d11f,img_0b4171c7d11f,rotator.png,no,rotator.png,,64,32,,,,rotator,Rotatortexture.png,
royal_1.png,558888d745b7,img_558888d745b7,royal_1.png,yes,,models/armor/royal_layer_1.png,64,32,royal_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/royal_layer_1.png (byte-identical),,,royal_1.png,
royal_2.png,f35cf593cc6c,img_f35cf593cc6c,royal_2.png,yes,,models/armor/royal_layer_2.png,64,32,royal_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/royal_layer_2.png (byte-identical),,,royal_2.png,
royaltexture.png,56ddeae69445,img_56ddeae69445,royaltexture.png,yes,,item/royaltexture.png,64,128,,"item-renderer texture (a held weapon/tool model), not a mob",OreSpawnItemRenderer,,Royaltexture.png,
rubberducky.png,47a5baf8fa73,img_47a5baf8fa73,rubberducky.png,yes,rubberduckytexture.png,,64,64,,,RubberDuckyRenderer,rubber_ducky,RubberDuckytexture.png,rubberduckytexture.png
rubberduckytexture.png,47a5baf8fa73,img_47a5baf8fa73,rubberducky.png,no,rubberducky.png,,64,64,,,,rubber_ducky,RubberDuckytexture.png,
ruby_1.png,a454c2b1fbc8,img_a454c2b1fbc8,ruby_1.png,yes,,models/armor/ruby_layer_1.png,64,32,ruby_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/ruby_layer_1.png (byte-identical),,,ruby_1.png,
ruby_2.png,f864d1acfef6,img_f864d1acfef6,ruby_2.png,yes,,models/armor/ruby_layer_2.png,64,32,ruby_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/ruby_layer_2.png (byte-identical),,,ruby_2.png,
scorpion.png,e514c30756ea,img_e514c30756ea,scorpion.png,yes,,,88,24,,,ScorpionRenderer,scorpion,Scorpion.png,
seamonster.png,00dc17aa0c3d,img_00dc17aa0c3d,seamonster.png,yes,seamonstertexture.png,,256,128,,,SeaMonsterRenderer,sea_monster,SeaMonstertexture.png,seamonstertexture.png
seamonstertexture.png,00dc17aa0c3d,img_00dc17aa0c3d,seamonster.png,no,seamonster.png,,256,128,,,,sea_monster,SeaMonstertexture.png,
seaviper.png,e8878b9c8a43,img_e8878b9c8a43,seaviper.png,yes,seavipertexture.png,,128,128,,,SeaViperRenderer,sea_viper,SeaVipertexture.png,seavipertexture.png
seavipertexture.png,e8878b9c8a43,img_e8878b9c8a43,seaviper.png,no,seaviper.png,,128,128,,,,sea_viper,SeaVipertexture.png,
